process, time
ext4_write,6.227
ext4_write,23.336
ext4_write,13.625
ext4_write,12.425
ext4_write,1.576
ext4_write,16.216
ext4_write,6.210
ext4_write,15.934
ext4_write,5.202
ext4_write,2.034
ext4_write,5.913
ext4_write,14.478
ext4_write,14.691
ext4_write,7.659
ext4_write,5.386
ext4_write,0.923
ext4_write,11.261
ext4_write,11.920
ext4_write,11.316
ext4_write,10.959
ext4_write,7.464
ext4_write,11.101
ext4_write,12.796
ext4_write,6.587
ext4_write,6.062
ext4_write,10.456
ext4_write,5.491
ext4_write,0.962
ext4_write,13.594
ext4_write,19.551
ext4_write,7.956
ext4_write,12.029
ext4_write,5.617
ext4_write,5.271
ext4_write,11.798
ext4_write,1.025
ext4_write,11.736
ext4_write,22.125
ext4_write,10.979
ext4_write,7.129
ext4_write,16.129
ext4_write,11.423
ext4_write,12.866
ext4_write,8.522
ext4_write,2.769
ext4_write,5.850
ext4_write,12.604
ext4_write,7.972
ext4_write,16.458
ext4_write,12.740
ext4_write,6.198
ext4_write,6.247
ext4_write,4.928
ext4_write,1.025
ext4_write,10.426
ext4_write,13.281
ext4_write,20.986
ext4_write,9.778
ext4_write,21.458
ext4_write,14.894
ext4_write,16.210
ext4_write,6.679
ext4_write,6.249
ext4_write,14.598
ext4_write,5.700
ext4_write,2.788
ext4_write,12.063
ext4_write,10.395
ext4_write,15.620
ext4_write,30.242
ext4_write,10.316
ext4_write,12.595
ext4_write,8.278
ext4_write,6.690
ext4_write,19.121
ext4_write,11.195
ext4_write,9.013
ext4_write,15.870
ext4_write,15.270
ext4_write,1.916
ext4_write,12.140
ext4_write,14.157
ext4_write,3.187
ext4_write,11.417
ext4_write,12.360
ext4_write,4.769
ext4_write,13.730
ext4_write,15.287
ext4_write,13.190
ext4_write,18.157
ext4_write,3.460
ext4_write,6.286
ext4_write,10.619
ext4_write,10.792
ext4_write,5.021
ext4_write,11.449
ext4_write,7.035
ext4_write,7.789
ext4_write,15.063
ext4_write,12.020
ext4_write,1.390
ext4_write,15.532
ext4_write,10.002
ext4_write,18.276
ext4_write,21.717
ext4_write,9.286
ext4_write,5.280
ext4_write,11.533
ext4_write,8.500
ext4_write,18.784
ext4_write,7.357
ext4_write,13.379
ext4_write,12.043
ext4_write,5.727
ext4_write,10.624
ext4_write,13.485
ext4_write,8.754
ext4_write,9.966
ext4_write,18.134
ext4_write,2.853
ext4_write,10.252
ext4_write,12.181
ext4_write,18.033
ext4_write,5.772
ext4_write,5.864
ext4_write,13.211
ext4_write,7.670
ext4_write,15.565
ext4_write,21.672
ext4_write,12.800
ext4_write,8.754
ext4_write,14.356
ext4_write,16.465
ext4_write,9.978
ext4_write,5.451
ext4_write,11.231
ext4_write,9.539
ext4_write,5.566
ext4_write,7.737
ext4_write,16.056
ext4_write,10.222
ext4_write,13.548
ext4_write,21.044
ext4_write,7.116
ext4_write,13.144
ext4_write,5.642
ext4_write,4.845
ext4_write,10.271
ext4_write,2.862
ext4_write,10.944
ext4_write,6.463
ext4_write,31.464
ext4_write,14.548
ext4_write,10.609
ext4_write,16.351
ext4_write,12.065
ext4_write,6.381
ext4_write,12.362
ext4_write,7.431
ext4_write,1.280
ext4_write,15.365
ext4_write,5.451
ext4_write,10.100
ext4_write,12.298
ext4_write,6.369
ext4_write,13.702
ext4_write,13.108
ext4_write,20.411
ext4_write,5.654
ext4_write,11.749
ext4_write,12.753
ext4_write,11.916
ext4_write,11.255
ext4_write,7.593
ext4_write,11.749
ext4_write,10.090
ext4_write,4.535
ext4_write,2.562
ext4_write,12.027
ext4_write,6.355
ext4_write,0.965
ext4_write,12.831
ext4_write,6.127
ext4_write,11.647
ext4_write,4.967
ext4_write,12.786
ext4_write,22.131
ext4_write,1.034
ext4_write,8.525
ext4_write,0.938
ext4_write,9.497
ext4_write,13.320
ext4_write,12.684
ext4_write,4.363
ext4_write,14.312
ext4_write,5.930
ext4_write,5.165
ext4_write,11.276
ext4_write,7.057
ext4_write,11.462
ext4_write,5.404
ext4_write,15.195
ext4_write,5.584
ext4_write,10.705
ext4_write,6.378
ext4_write,9.477
ext4_write,12.247
ext4_write,6.699
ext4_write,6.794
ext4_write,13.052
ext4_write,10.316
ext4_write,12.119
ext4_write,1.353
ext4_write,11.447
ext4_write,13.122
ext4_write,13.316
ext4_write,11.910
ext4_write,7.179
ext4_write,15.929
ext4_write,10.923
ext4_write,9.850
ext4_write,4.632
ext4_write,9.932
ext4_write,13.406
ext4_write,31.147
ext4_write,13.232
ext4_write,20.113
ext4_write,3.540
ext4_write,6.105
ext4_write,11.901
ext4_write,20.066
ext4_write,8.443
ext4_write,6.357
ext4_write,11.226
ext4_write,10.691
ext4_write,5.020
ext4_write,0.976
ext4_write,20.783
ext4_write,8.228
ext4_write,10.187
ext4_write,22.717
ext4_write,14.931
ext4_write,11.564
ext4_write,19.685
ext4_write,12.217
ext4_write,6.067
ext4_write,7.578
ext4_write,14.741
ext4_write,11.592
ext4_write,5.757
ext4_write,5.587
ext4_write,6.905
ext4_write,12.822
ext4_write,1.414
ext4_write,9.007
ext4_write,13.495
ext4_write,23.469
ext4_write,9.988
ext4_write,6.776
ext4_write,12.211
ext4_write,13.240
ext4_write,24.207
ext4_write,10.263
ext4_write,19.025
ext4_write,19.817
ext4_write,1.054
ext4_write,5.019
ext4_write,10.055
ext4_write,6.932
ext4_write,11.272
ext4_write,14.782
ext4_write,10.418
ext4_write,21.061
ext4_write,5.753
ext4_write,10.855
ext4_write,6.671
ext4_write,5.702
ext4_write,1.608
ext4_write,5.504
ext4_write,13.237
ext4_write,12.680
ext4_write,12.153
ext4_write,20.986
ext4_write,10.005
ext4_write,19.105
ext4_write,14.023
ext4_write,7.050
ext4_write,1.451
ext4_write,6.070
ext4_write,11.130
ext4_write,5.955
ext4_write,10.841
ext4_write,13.190
ext4_write,6.851
ext4_write,4.648
ext4_write,6.260
ext4_write,25.150
ext4_write,11.387
ext4_write,4.719
ext4_write,5.621
ext4_write,3.044
ext4_write,12.751
ext4_write,5.274
ext4_write,11.807
ext4_write,22.208
ext4_write,14.190
ext4_write,11.158
ext4_write,14.340
ext4_write,14.706
ext4_write,11.373
ext4_write,6.886
ext4_write,10.782
ext4_write,16.956
ext4_write,11.685
ext4_write,10.478
ext4_write,6.247
ext4_write,14.055
ext4_write,17.232
ext4_write,6.248
ext4_write,5.556
ext4_write,11.788
ext4_write,1.000
ext4_write,15.975
ext4_write,5.891
ext4_write,5.304
ext4_write,14.648
ext4_write,1.050
ext4_write,6.037
ext4_write,11.109
ext4_write,5.789
ext4_write,5.471
ext4_write,11.793
ext4_write,2.578
ext4_write,10.951
ext4_write,6.847
ext4_write,25.851
ext4_write,6.196
ext4_write,11.638
ext4_write,17.100
ext4_write,4.434
ext4_write,10.785
ext4_write,11.115
ext4_write,13.761
ext4_write,7.676
ext4_write,5.239
ext4_write,19.027
ext4_write,19.745
ext4_write,13.313
ext4_write,7.017
ext4_write,14.435
ext4_write,12.873
ext4_write,1.501
ext4_write,7.613
ext4_write,15.681
ext4_write,29.543
ext4_write,2.938
ext4_write,12.415
ext4_write,15.906
ext4_write,15.512
ext4_write,23.391
ext4_write,9.283
ext4_write,8.708
ext4_write,9.387
ext4_write,1.215
ext4_write,11.790
ext4_write,8.861
ext4_write,16.097
ext4_write,7.997
ext4_write,4.410
ext4_write,17.568
ext4_write,6.460
ext4_write,16.667
ext4_write,9.177
ext4_write,1.794
ext4_write,14.330
ext4_write,8.096
ext4_write,6.425
ext4_write,9.072
ext4_write,15.727
ext4_write,10.797
ext4_write,15.701
ext4_write,6.678
ext4_write,3.881
ext4_write,7.261
ext4_write,12.002
ext4_write,11.805
ext4_write,5.368
ext4_write,5.962
ext4_write,11.742
ext4_write,11.095
ext4_write,16.528
ext4_write,5.282
ext4_write,3.300
ext4_write,12.510
ext4_write,9.870
ext4_write,6.404
ext4_write,15.549
ext4_write,6.362
ext4_write,6.339
ext4_write,10.884
ext4_write,7.390
ext4_write,5.518
ext4_write,21.564
ext4_write,9.033
ext4_write,7.123
ext4_write,5.199
ext4_write,15.076
ext4_write,1.180
ext4_write,7.261
ext4_write,7.465
ext4_write,15.620
ext4_write,12.376
ext4_write,13.509
ext4_write,8.700
ext4_write,7.356
ext4_write,13.158
ext4_write,16.726
ext4_write,10.959
ext4_write,21.724
ext4_write,14.008
ext4_write,7.476
ext4_write,25.047
ext4_write,6.859
ext4_write,1.338
ext4_write,5.307
ext4_write,15.167
ext4_write,19.699
ext4_write,16.724
ext4_write,16.665
ext4_write,10.732
ext4_write,18.017
ext4_write,6.585
ext4_write,12.170
ext4_write,12.533
ext4_write,7.637
ext4_write,1.512
ext4_write,7.903
ext4_write,13.729
ext4_write,9.663
ext4_write,25.970
ext4_write,13.970
ext4_write,12.927
ext4_write,11.775
ext4_write,12.522
ext4_write,7.679
ext4_write,11.928
ext4_write,19.129
ext4_write,4.936
ext4_write,3.879
ext4_write,12.079
ext4_write,6.023
ext4_write,6.225
ext4_write,10.920
ext4_write,11.529
ext4_write,33.477
ext4_write,13.356
ext4_write,17.516
ext4_write,5.155
ext4_write,1.004
ext4_write,4.789
ext4_write,12.594
ext4_write,6.153
ext4_write,15.063
ext4_write,10.126
ext4_write,6.436
ext4_write,1.321
ext4_write,11.571
ext4_write,4.572
ext4_write,2.506
ext4_write,9.222
ext4_write,5.052
ext4_write,2.622
ext4_write,12.408
ext4_write,19.656
ext4_write,4.910
ext4_write,9.024
ext4_write,10.588
ext4_write,12.648
ext4_write,20.264
ext4_write,3.972
ext4_write,15.783
ext4_write,9.705
ext4_write,5.581
ext4_write,12.146
ext4_write,4.055
ext4_write,67.047
ext4_write,11.476
ext4_write,9.609
ext4_write,11.616
ext4_write,5.833
ext4_write,2.670
ext4_write,4.912
ext4_write,9.309
ext4_write,10.617
ext4_write,5.734
ext4_write,10.389
ext4_write,14.903
ext4_write,5.574
ext4_write,10.706
ext4_write,6.582
ext4_write,23.527
ext4_write,6.395
ext4_write,17.170
ext4_write,13.294
ext4_write,7.114
ext4_write,7.617
ext4_write,10.825
ext4_write,5.162
ext4_write,6.230
ext4_write,11.707
ext4_write,11.105
ext4_write,7.057
ext4_write,6.990
ext4_write,11.661
ext4_write,3.012
ext4_write,6.576
ext4_write,4.165
ext4_write,7.414
ext4_write,0.952
ext4_write,18.932
ext4_write,4.542
ext4_write,2.910
ext4_write,14.970
ext4_write,7.698
ext4_write,1.475
ext4_write,18.228
ext4_write,11.404
ext4_write,22.571
ext4_write,3.123
ext4_write,2.912
ext4_write,61.263
ext4_write,7.382
ext4_write,13.565
ext4_write,4.928
ext4_write,9.899
ext4_write,9.595
ext4_write,21.769
ext4_write,5.757
ext4_write,12.172
ext4_write,5.188
ext4_write,12.119
ext4_write,14.128
ext4_write,9.238
ext4_write,27.818
ext4_write,13.227
ext4_write,6.352
ext4_write,11.908
ext4_write,4.982
ext4_write,14.325
ext4_write,20.292
ext4_write,7.377
ext4_write,21.696
ext4_write,2.335
ext4_write,13.248
ext4_write,12.880
ext4_write,17.499
ext4_write,8.820
ext4_write,15.093
ext4_write,5.712
ext4_write,11.451
ext4_write,11.231
ext4_write,16.369
ext4_write,1.954
ext4_write,15.498
ext4_write,13.724
ext4_write,10.711
ext4_write,14.919
ext4_write,3.642
ext4_write,11.322
ext4_write,11.497
ext4_write,8.195
ext4_write,13.550
ext4_write,18.812
ext4_write,4.797
ext4_write,7.840
ext4_write,13.647
ext4_write,11.219
ext4_write,11.034
ext4_write,16.333
ext4_write,23.400
ext4_write,13.081
ext4_write,1.847
ext4_write,8.515
ext4_write,5.447
ext4_write,10.973
ext4_write,6.075
ext4_write,11.091
ext4_write,14.926
ext4_write,7.825
ext4_write,10.446
ext4_write,2.434
ext4_write,16.312
ext4_write,5.187
ext4_write,21.832
ext4_write,6.818
ext4_write,13.425
ext4_write,17.695
ext4_write,8.188
ext4_write,0.984
ext4_write,36.054
ext4_write,2.925
ext4_write,10.368
ext4_write,19.651
ext4_write,5.334
ext4_write,2.749
ext4_write,11.643
ext4_write,5.617
ext4_write,11.886
ext4_write,14.559
ext4_write,6.595
ext4_write,18.769
ext4_write,14.170
ext4_write,11.317
ext4_write,16.462
ext4_write,4.784
ext4_write,5.841
ext4_write,12.739
ext4_write,12.437
ext4_write,11.039
ext4_write,5.682
ext4_write,5.345
ext4_write,12.900
ext4_write,10.015
ext4_write,6.089
ext4_write,4.019
ext4_write,12.715
ext4_write,16.393
ext4_write,6.520
ext4_write,3.797
ext4_write,10.944
ext4_write,18.985
ext4_write,6.697
ext4_write,14.137
ext4_write,16.261
ext4_write,22.948
ext4_write,6.658
ext4_write,13.117
ext4_write,4.726
ext4_write,11.245
ext4_write,8.657
ext4_write,7.611
ext4_write,16.401
ext4_write,20.020
ext4_write,14.073
ext4_write,7.257
ext4_write,16.450
ext4_write,7.140
ext4_write,1.413
ext4_write,11.017
ext4_write,6.877
ext4_write,7.541
ext4_write,9.407
ext4_write,13.122
ext4_write,8.049
ext4_write,6.147
ext4_write,13.750
ext4_write,13.347
ext4_write,11.098
ext4_write,17.120
ext4_write,3.336
ext4_write,10.920
ext4_write,6.860
ext4_write,11.114
ext4_write,10.875
ext4_write,6.113
ext4_write,11.452
ext4_write,13.078
ext4_write,5.495
ext4_write,11.715
ext4_write,5.727
ext4_write,7.110
ext4_write,2.311
ext4_write,17.281
ext4_write,2.070
ext4_write,2.410
ext4_write,2.208
ext4_write,2.164
ext4_write,2.568
ext4_write,2.171
ext4_write,2.227
ext4_write,2.350
ext4_write,2.103
ext4_write,2.290
ext4_write,2.138
ext4_write,2.209
ext4_write,2.616
ext4_write,2.641
ext4_write,2.044
ext4_write,2.620
ext4_write,2.961
ext4_write,2.465
ext4_write,2.206
ext4_write,2.834
ext4_write,2.516
ext4_write,2.573
ext4_write,2.080
ext4_write,2.201
ext4_write,2.493
ext4_write,2.213
ext4_write,2.103
ext4_write,2.136
ext4_write,2.077
ext4_write,1.988
ext4_write,2.508
ext4_write,2.204
ext4_write,2.278
ext4_write,2.085
ext4_write,2.015
ext4_write,2.051
ext4_write,2.665
ext4_write,1.871
ext4_write,2.175
ext4_write,2.044
ext4_write,1.972
ext4_write,1.961
ext4_write,1.941
ext4_write,2.357
ext4_write,2.257
ext4_write,2.207
ext4_write,2.107
ext4_write,1.883
ext4_write,1.893
ext4_write,2.075
ext4_write,2.205
ext4_write,1.904
ext4_write,2.168
ext4_write,2.242
ext4_write,2.544
ext4_write,1.888
ext4_write,1.959
ext4_write,1.861
ext4_write,2.881
ext4_write,1.986
ext4_write,2.148
ext4_write,2.046
ext4_write,1.834
ext4_write,1.993
ext4_write,1.954
ext4_write,1.931
ext4_write,1.860
ext4_write,1.883
ext4_write,1.878
ext4_write,1.863
ext4_write,1.867
ext4_write,1.997
ext4_write,2.230
ext4_write,2.294
ext4_write,1.906
ext4_write,1.904
ext4_write,1.950
ext4_write,1.891
ext4_write,2.093
ext4_write,2.294
ext4_write,2.060
ext4_write,1.835
ext4_write,2.989
ext4_write,2.000
ext4_write,2.550
ext4_write,2.994
ext4_write,2.182
ext4_write,2.042
ext4_write,1.898
ext4_write,1.896
ext4_write,2.024
ext4_write,2.058
ext4_write,1.849
ext4_write,1.788
ext4_write,1.939
ext4_write,1.989
ext4_write,2.216
ext4_write,1.911
ext4_write,1.891
ext4_write,1.898
ext4_write,1.835
ext4_write,2.326
ext4_write,2.423
ext4_write,2.853
ext4_write,5.462
ext4_write,2.437
ext4_write,1.946
ext4_write,2.102
ext4_write,1.886
ext4_write,1.946
ext4_write,1.864
ext4_write,1.999
ext4_write,2.395
ext4_write,2.965
ext4_write,2.256
ext4_write,2.740
ext4_write,2.088
ext4_write,1.907
ext4_write,1.993
ext4_write,3.079
ext4_write,2.352
ext4_write,2.172
ext4_write,3.056
ext4_write,2.386
ext4_write,2.612
ext4_write,2.028
ext4_write,2.288
ext4_write,2.236
ext4_write,2.137
ext4_write,1.901
ext4_write,1.845
ext4_write,1.857
ext4_write,1.897
ext4_write,1.847
ext4_write,1.874
ext4_write,2.350
ext4_write,2.095
ext4_write,2.131
ext4_write,1.869
ext4_write,1.853
ext4_write,1.874
ext4_write,2.091
ext4_write,1.769
ext4_write,1.929
ext4_write,2.240
ext4_write,2.396
ext4_write,1.996
ext4_write,2.283
ext4_write,1.876
ext4_write,1.928
ext4_write,1.886
ext4_write,1.856
ext4_write,1.888
ext4_write,2.855
ext4_write,2.066
ext4_write,1.997
ext4_write,1.935
ext4_write,1.880
ext4_write,2.093
ext4_write,1.898
ext4_write,1.893
ext4_write,1.925
ext4_write,1.835
ext4_write,2.035
ext4_write,3.083
ext4_write,2.843
ext4_write,3.000
ext4_write,2.891
ext4_write,3.394
ext4_write,2.513
ext4_write,1.943
ext4_write,1.927
ext4_write,1.913
ext4_write,1.806
ext4_write,1.854
ext4_write,1.915
ext4_write,1.890
ext4_write,2.004
ext4_write,1.951
ext4_write,1.862
ext4_write,1.912
ext4_write,1.863
ext4_write,1.834
ext4_write,1.860
ext4_write,2.101
ext4_write,2.487
ext4_write,1.934
ext4_write,2.186
ext4_write,1.901
ext4_write,1.984
ext4_write,1.785
ext4_write,3.227
ext4_write,2.276
ext4_write,2.463
ext4_write,1.902
ext4_write,1.999
ext4_write,1.886
ext4_write,2.182
ext4_write,1.944
ext4_write,13.194
ext4_write,11.155
ext4_write,6.037
ext4_write,13.289
ext4_write,12.481
ext4_write,6.325
ext4_write,11.372
ext4_write,9.839
ext4_write,13.450
ext4_write,12.648
ext4_write,20.616
ext4_write,13.466
ext4_write,6.654
ext4_write,4.860
ext4_write,1.455
ext4_write,12.474
ext4_write,25.050
ext4_write,10.157
ext4_write,5.213
ext4_write,11.507
ext4_write,19.234
ext4_write,11.092
ext4_write,4.737
ext4_write,0.970
ext4_write,14.517
ext4_write,7.876
ext4_write,10.330
ext4_write,20.769
ext4_write,5.061
ext4_write,2.997
ext4_write,14.115
ext4_write,15.807
ext4_write,11.683
ext4_write,26.890
ext4_write,7.173
ext4_write,15.616
ext4_write,10.646
ext4_write,7.234
ext4_write,6.896
ext4_write,5.185
ext4_write,16.614
ext4_write,0.978
ext4_write,13.475
ext4_write,11.072
ext4_write,4.502
ext4_write,2.585
ext4_write,16.809
ext4_write,6.098
ext4_write,6.343
ext4_write,15.325
ext4_write,1.463
ext4_write,6.132
ext4_write,3.697
ext4_write,4.080
ext4_write,3.579
ext4_write,6.459
ext4_write,8.244
ext4_write,12.862
ext4_write,11.664
ext4_write,5.159
ext4_write,0.983
ext4_write,12.239
ext4_write,14.962
ext4_write,5.533
ext4_write,6.787
ext4_write,1.593
ext4_write,14.148
ext4_write,12.213
ext4_write,6.654
ext4_write,15.910
ext4_write,18.490
ext4_write,1.647
ext4_write,14.411
ext4_write,7.212
ext4_write,5.842
ext4_write,19.647
ext4_write,6.640
ext4_write,0.982
ext4_write,11.393
ext4_write,6.337
ext4_write,16.398
ext4_write,6.538
ext4_write,15.279
ext4_write,8.362
ext4_write,22.709
ext4_write,13.135
ext4_write,7.437
ext4_write,8.331
ext4_write,15.191
ext4_write,10.248
ext4_write,6.171
ext4_write,8.017
ext4_write,6.104
ext4_write,21.573
ext4_write,4.026
ext4_write,7.125
ext4_write,16.177
ext4_write,7.060
ext4_write,13.988
ext4_write,11.704
ext4_write,7.182
ext4_write,7.168
ext4_write,15.211
ext4_write,5.306
ext4_write,1.024
ext4_write,14.487
ext4_write,18.768
ext4_write,5.964
ext4_write,17.439
ext4_write,12.008
ext4_write,14.043
ext4_write,5.532
ext4_write,17.800
ext4_write,1.623
ext4_write,9.873
ext4_write,17.013
ext4_write,16.190
ext4_write,7.340
ext4_write,1.638
ext4_write,15.704
ext4_write,13.277
ext4_write,8.965
ext4_write,16.870
ext4_write,6.079
ext4_write,11.466
ext4_write,13.129
ext4_write,7.088
ext4_write,6.160
ext4_write,12.606
ext4_write,11.632
ext4_write,7.767
ext4_write,15.688
ext4_write,14.594
ext4_write,6.546
ext4_write,1.446
ext4_write,17.097
ext4_write,6.307
ext4_write,13.651
ext4_write,5.039
ext4_write,0.967
ext4_write,6.151
ext4_write,11.451
ext4_write,8.225
ext4_write,45.303
ext4_write,23.015
ext4_write,10.433
ext4_write,26.252
ext4_write,15.671
ext4_write,5.849
ext4_write,12.999
ext4_write,7.598
ext4_write,1.808
ext4_write,11.111
ext4_write,13.889
ext4_write,22.164
ext4_write,9.799
ext4_write,6.025
ext4_write,12.982
ext4_write,14.756
ext4_write,7.014
ext4_write,13.586
ext4_write,15.913
ext4_write,12.854
ext4_write,12.581
ext4_write,11.419
ext4_write,4.623
ext4_write,3.721
ext4_write,10.821
ext4_write,14.379
ext4_write,5.172
ext4_write,2.687
ext4_write,7.579
ext4_write,13.536
ext4_write,8.051
ext4_write,16.252
ext4_write,16.099
ext4_write,1.931
ext4_write,12.938
ext4_write,8.366
ext4_write,11.520
ext4_write,11.854
ext4_write,23.901
ext4_write,15.192
ext4_write,14.455
ext4_write,8.545
ext4_write,6.266
ext4_write,11.275
ext4_write,6.522
ext4_write,0.943
ext4_write,10.360
ext4_write,9.006
ext4_write,12.130
ext4_write,6.449
ext4_write,8.003
ext4_write,15.912
ext4_write,1.637
ext4_write,13.268
ext4_write,7.459
ext4_write,12.511
ext4_write,15.170
ext4_write,17.514
ext4_write,13.008
ext4_write,14.094
ext4_write,7.229
ext4_write,19.064
ext4_write,13.368
ext4_write,18.403
ext4_write,8.247
ext4_write,1.446
ext4_write,23.590
ext4_write,12.172
ext4_write,12.284
ext4_write,17.583
ext4_write,14.746
ext4_write,14.240
ext4_write,4.379
ext4_write,12.400
ext4_write,18.190
ext4_write,5.147
ext4_write,13.359
ext4_write,26.969
ext4_write,10.854
ext4_write,10.183
ext4_write,6.366
ext4_write,8.727
ext4_write,9.463
ext4_write,16.173
ext4_write,15.014
ext4_write,13.948
ext4_write,7.640
ext4_write,9.831
ext4_write,14.098
ext4_write,12.186
ext4_write,6.725
ext4_write,6.815
ext4_write,12.666
ext4_write,13.560
ext4_write,15.228
ext4_write,11.037
ext4_write,10.701
ext4_write,11.101
ext4_write,23.193
ext4_write,6.815
ext4_write,3.256
ext4_write,12.345
ext4_write,8.195
ext4_write,15.056
ext4_write,23.034
ext4_write,5.847
ext4_write,7.407
ext4_write,12.275
ext4_write,6.412
ext4_write,10.036
ext4_write,4.515
ext4_write,7.145
ext4_write,2.774
ext4_write,2.950
ext4_write,2.593
ext4_write,2.498
ext4_write,2.499
ext4_write,2.482
ext4_write,2.334
ext4_write,2.401
ext4_write,13.018
ext4_write,3.408
ext4_write,8.833
ext4_write,7.006
ext4_write,12.211
ext4_write,18.336
ext4_write,11.354
ext4_write,8.270
ext4_write,13.812
ext4_write,29.787
ext4_write,6.002
ext4_write,11.239
ext4_write,10.493
ext4_write,5.569
ext4_write,12.049
ext4_write,21.303
ext4_write,10.970
ext4_write,6.509
ext4_write,10.277
ext4_write,24.153
ext4_write,17.294
ext4_write,6.213
ext4_write,10.946
ext4_write,6.309
ext4_write,2.909
ext4_write,10.923
ext4_write,2.286
ext4_write,9.626
ext4_write,5.722
ext4_write,10.251
ext4_write,9.383
ext4_write,8.900
ext4_write,5.585
ext4_write,14.626
ext4_write,7.926
ext4_write,5.996
ext4_write,12.895
ext4_write,12.000
ext4_write,15.154
ext4_write,5.787
ext4_write,12.746
ext4_write,5.214
ext4_write,11.778
ext4_write,6.788
ext4_write,11.253
ext4_write,13.279
ext4_write,17.017
ext4_write,7.661
ext4_write,15.071
ext4_write,11.603
ext4_write,16.616
ext4_write,3.988
ext4_write,10.080
ext4_write,12.312
ext4_write,16.436
ext4_write,17.671
ext4_write,25.241
ext4_write,7.506
ext4_write,8.424
ext4_write,22.761
ext4_write,11.124
ext4_write,4.833
ext4_write,5.597
ext4_write,10.661
ext4_write,32.465
ext4_write,7.137
ext4_write,14.096
ext4_write,16.482
ext4_write,1.658
ext4_write,17.462
ext4_write,18.199
ext4_write,16.053
ext4_write,15.313
ext4_write,20.974
ext4_write,12.557
ext4_write,11.885
ext4_write,11.348
ext4_write,16.974
ext4_write,12.614
ext4_write,16.006
ext4_write,21.455
ext4_write,13.976
