process, time
ext4_write,1117.564
ext4_write,1055.746
ext4_write,1033.979
ext4_write,1368.057
ext4_write,1162.629
ext4_write,1129.167
ext4_write,1081.336
ext4_write,1055.917
ext4_write,1057.040
ext4_write,1184.990
ext4_write,1126.983
ext4_write,1065.729
ext4_write,1066.709
ext4_write,1484.373
ext4_write,1103.846
ext4_write,982.721
ext4_write,1252.175
ext4_write,1195.325
ext4_write,1227.535
ext4_write,1150.904
ext4_write,1303.041
ext4_write,1235.316
ext4_write,1240.458
ext4_write,1026.103
ext4_write,1168.085
ext4_write,1133.063
ext4_write,1054.010
ext4_write,1095.938
ext4_write,1223.174
ext4_write,1414.540
ext4_write,1391.957
ext4_write,1392.146
ext4_write,26464.07
ext4_write,1146.907
ext4_write,1520.666
ext4_write,1169.094
ext4_write,1229.655
ext4_write,1145.756
ext4_write,1190.217
ext4_write,1077.902
ext4_write,1196.419
ext4_write,1085.625
ext4_write,1095.777
ext4_write,1074.489
ext4_write,1111.071
ext4_write,1092.357
ext4_write,1123.984
ext4_write,1160.437
ext4_write,1117.175
ext4_write,1228.646
ext4_write,1086.860
ext4_write,1089.931
ext4_write,1095.505
ext4_write,1524.296
ext4_write,1203.710
ext4_write,1027.666
ext4_write,1080.287
ext4_write,1127.436
ext4_write,1090.520
ext4_write,1208.077
ext4_write,1348.388
ext4_write,1111.735
ext4_write,1052.990
ext4_write,1023.156
ext4_write,1197.354
ext4_write,1047.963
ext4_write,1251.819
ext4_write,1029.862
ext4_write,1091.038
ext4_write,1347.974
ext4_write,1021.105
ext4_write,991.459
ext4_write,968.469
ext4_write,1091.112
ext4_write,1052.676
ext4_write,953.702
ext4_write,1070.510
ext4_write,958.933
ext4_write,1036.273
ext4_write,1100.100
ext4_write,1034.300
ext4_write,1204.758
ext4_write,1017.846
ext4_write,1019.260
ext4_write,1096.372
ext4_write,1078.764
ext4_write,1152.235
ext4_write,1077.614
ext4_write,1060.467
ext4_write,1192.370
ext4_write,1485.010
ext4_write,1107.249
ext4_write,1271.974
ext4_write,1386.509
ext4_write,1549.501
ext4_write,10904.74
ext4_write,1266.016
ext4_write,1211.638
ext4_write,1504.273
ext4_write,1551.006
ext4_write,1355.778
ext4_write,1569.608
ext4_write,1892.244
ext4_write,1223.273
ext4_write,1355.479
ext4_write,1192.786
ext4_write,1240.344
ext4_write,1153.194
ext4_write,1178.274
ext4_write,1799.031
ext4_write,1195.383
ext4_write,1067.463
ext4_write,1198.891
ext4_write,1206.573
ext4_write,1189.425
ext4_write,1221.835
ext4_write,1144.405
ext4_write,1051.133
ext4_write,1059.875
ext4_write,1273.745
ext4_write,1410.584
ext4_write,1075.166
ext4_write,1169.521
ext4_write,1063.860
ext4_write,1255.118
ext4_write,1290.049
ext4_write,1477.919
ext4_write,1457.413
ext4_write,1188.674
ext4_write,1209.664
ext4_write,1040.188
ext4_write,1402.524
ext4_write,1211.976
ext4_write,1288.009
ext4_write,1211.974
ext4_write,1313.972
ext4_write,1491.690
ext4_write,1041.986
ext4_write,1072.442
ext4_write,1150.093
ext4_write,1453.767
ext4_write,1122.166
ext4_write,1137.378
ext4_write,1124.413
ext4_write,1221.502
ext4_write,1165.950
ext4_write,1419.436
ext4_write,1090.729
ext4_write,1589.472
ext4_write,1096.236
ext4_write,1106.191
ext4_write,1172.733
ext4_write,1117.376
ext4_write,1158.356
ext4_write,1473.820
ext4_write,1777.209
ext4_write,1173.792
ext4_write,1148.813
ext4_write,1157.875
ext4_write,1259.068
ext4_write,1170.773
ext4_write,1205.959
ext4_write,2072.812
ext4_write,1118.502
ext4_write,1144.994
ext4_write,1392.213
ext4_write,1159.547
ext4_write,1237.245
ext4_write,1073.413
ext4_write,1459.312
ext4_write,2879.723
ext4_write,1112.210
ext4_write,1052.523
ext4_write,1213.077
ext4_write,1520.065
ext4_write,1500.064
ext4_write,1119.533
ext4_write,1083.246
ext4_write,1167.571
ext4_write,1171.777
ext4_write,1489.956
ext4_write,1127.707
ext4_write,1039.242
ext4_write,39328.85
ext4_write,1192.047
ext4_write,1169.678
ext4_write,1229.427
ext4_write,1074.232
ext4_write,1191.567
ext4_write,1100.153
ext4_write,1076.423
ext4_write,1182.168
ext4_write,1290.798
ext4_write,1241.442
ext4_write,1226.469
ext4_write,1591.038
ext4_write,1180.915
ext4_write,1129.248
ext4_write,1109.152
ext4_write,1145.644
ext4_write,1102.423
ext4_write,1086.619
ext4_write,992.361
ext4_write,1143.156
ext4_write,1129.837
ext4_write,1088.701
ext4_write,1064.632
ext4_write,1053.743
ext4_write,1001.815
ext4_write,1348.377
ext4_write,1146.317
ext4_write,1109.005
ext4_write,1111.274
ext4_write,1305.821
ext4_write,1247.116
ext4_write,1521.810
ext4_write,1168.011
ext4_write,1267.149
ext4_write,1164.742
ext4_write,1022.137
ext4_write,1038.228
ext4_write,1243.319
ext4_write,1136.418
ext4_write,1253.128
ext4_write,1267.098
ext4_write,1349.731
ext4_write,23005.16
ext4_write,2310.633
ext4_write,1333.192
ext4_write,1256.616
ext4_write,1070.603
ext4_write,1400.334
ext4_write,1194.390
ext4_write,1191.834
ext4_write,1221.170
ext4_write,1164.801
ext4_write,1504.810
ext4_write,1182.867
ext4_write,1488.338
ext4_write,1090.536
ext4_write,1179.976
ext4_write,1147.761
ext4_write,1142.149
ext4_write,1144.962
ext4_write,1122.636
ext4_write,1067.701
ext4_write,1206.019
ext4_write,1167.607
ext4_write,1423.935
ext4_write,1448.875
ext4_write,1193.559
ext4_write,1310.457
ext4_write,1122.678
ext4_write,1061.438
ext4_write,1091.288
ext4_write,1269.592
ext4_write,1184.891
ext4_write,1451.353
ext4_write,1149.287
ext4_write,1193.465
ext4_write,1251.766
ext4_write,1282.034
ext4_write,8362.207
ext4_write,1211.863
ext4_write,1012.487
ext4_write,1151.741
ext4_write,1083.065
ext4_write,35657.38
ext4_write,15794.13
ext4_write,7525.417
ext4_write,7510.942
ext4_write,1132.329
ext4_write,1077.797
ext4_write,1190.894
ext4_write,1577.422
ext4_write,1317.328
ext4_write,1445.304
ext4_write,1340.567
ext4_write,1194.270
ext4_write,1301.756
ext4_write,1093.058
ext4_write,1312.375
ext4_write,1084.474
ext4_write,1560.977
ext4_write,1212.626
ext4_write,1256.466
ext4_write,1159.956
ext4_write,1112.925
ext4_write,1278.029
ext4_write,1157.929
ext4_write,1092.448
ext4_write,1406.795
ext4_write,1025.048
ext4_write,1280.181
ext4_write,5898.570
ext4_write,1402.361
ext4_write,1149.144
ext4_write,1068.355
ext4_write,1162.277
ext4_write,1133.817
ext4_write,1057.912
ext4_write,1222.028
ext4_write,1026.960
ext4_write,1218.463
ext4_write,1167.140
ext4_write,1167.454
ext4_write,1133.519
ext4_write,1111.719
ext4_write,1123.736
ext4_write,1004.181
ext4_write,997.316
ext4_write,1347.896
ext4_write,1386.449
ext4_write,1055.453
ext4_write,945.111
ext4_write,1059.419
ext4_write,1099.778
ext4_write,945.809
ext4_write,5432.943
ext4_write,1359.694
ext4_write,994.677
ext4_write,1018.638
ext4_write,1000.495
ext4_write,1022.797
ext4_write,1002.227
ext4_write,932.290
ext4_write,1040.257
ext4_write,1023.126
ext4_write,971.949
ext4_write,1364.554
ext4_write,983.415
ext4_write,1131.151
ext4_write,1066.191
ext4_write,1046.981
ext4_write,36442.21
ext4_write,1121.648
ext4_write,1444.071
ext4_write,1025.422
ext4_write,1169.139
ext4_write,1030.121
ext4_write,1300.048
ext4_write,1248.020
ext4_write,1051.430
ext4_write,1253.289
ext4_write,1048.720
ext4_write,1579.228
ext4_write,1575.514
ext4_write,1259.596
ext4_write,1516.984
ext4_write,1066.733
ext4_write,1350.605
ext4_write,1335.808
ext4_write,1110.862
ext4_write,1143.698
ext4_write,1023.148
ext4_write,1212.342
ext4_write,1140.863
ext4_write,1096.837
ext4_write,1098.370
ext4_write,1184.579
ext4_write,5967.892
ext4_write,1504.907
ext4_write,1101.724
ext4_write,1438.572
ext4_write,1072.759
ext4_write,1035.632
ext4_write,1120.221
ext4_write,1092.509
ext4_write,1119.430
ext4_write,1165.906
ext4_write,1044.057
ext4_write,1369.395
ext4_write,1134.759
ext4_write,1082.497
ext4_write,1176.325
ext4_write,1097.529
ext4_write,1218.232
ext4_write,1132.861
ext4_write,1136.727
ext4_write,1648.184
ext4_write,1264.735
ext4_write,1086.675
ext4_write,1620.747
ext4_write,12010.81
ext4_write,11862.92
ext4_write,1341.675
ext4_write,1205.855
ext4_write,1321.621
ext4_write,1149.125
ext4_write,1114.719
ext4_write,1165.585
ext4_write,1117.599
ext4_write,1167.711
ext4_write,1285.595
ext4_write,1177.220
ext4_write,1269.381
ext4_write,1186.289
ext4_write,690.192
ext4_write,1131.811
ext4_write,1124.361
ext4_write,1287.569
ext4_write,1249.724
ext4_write,1646.562
ext4_write,1165.460
ext4_write,1104.764
ext4_write,1103.223
ext4_write,1307.226
ext4_write,43824.72
ext4_write,11696.21
ext4_write,1333.058
ext4_write,1189.291
ext4_write,1175.177
ext4_write,1168.197
ext4_write,1131.943
ext4_write,1060.771
ext4_write,1118.938
ext4_write,1127.562
ext4_write,1056.318
ext4_write,1134.427
ext4_write,1253.011
ext4_write,1317.480
ext4_write,1335.422
ext4_write,1489.822
ext4_write,1168.089
ext4_write,1148.834
ext4_write,1080.320
ext4_write,1316.147
ext4_write,1148.517
ext4_write,1153.434
ext4_write,48489.68
ext4_write,1210.104
ext4_write,1193.826
ext4_write,18045.40
ext4_write,1049.557
ext4_write,1100.990
ext4_write,1124.640
ext4_write,1270.509
ext4_write,1147.989
ext4_write,1171.119
ext4_write,1189.515
ext4_write,1507.212
ext4_write,1109.737
ext4_write,1525.700
ext4_write,1148.511
ext4_write,1155.519
ext4_write,1150.870
ext4_write,1070.228
ext4_write,1176.218
ext4_write,1074.004
ext4_write,1100.327
ext4_write,1126.652
ext4_write,1026.323
ext4_write,1070.770
ext4_write,1242.619
ext4_write,2301.042
ext4_write,1353.560
ext4_write,1094.537
ext4_write,984.945
ext4_write,1002.583
ext4_write,1088.089
ext4_write,1073.600
ext4_write,1055.995
ext4_write,957.929
ext4_write,991.205
ext4_write,1050.084
ext4_write,1109.161
ext4_write,1114.673
ext4_write,1186.466
ext4_write,1341.242
ext4_write,982.567
ext4_write,1043.430
ext4_write,1333.381
ext4_write,1105.524
ext4_write,1141.719
ext4_write,1109.922
ext4_write,1074.249
ext4_write,1029.744
ext4_write,986.980
ext4_write,1466.479
ext4_write,1125.331
ext4_write,1071.321
ext4_write,1173.321
ext4_write,1347.655
ext4_write,1120.823
ext4_write,1424.709
ext4_write,1146.721
ext4_write,1405.416
ext4_write,1130.875
ext4_write,1769.257
ext4_write,1020.351
ext4_write,1121.838
ext4_write,1486.686
ext4_write,1942.547
ext4_write,1793.758
ext4_write,1228.927
ext4_write,1307.514
ext4_write,1224.538
ext4_write,1121.458
ext4_write,1128.349
ext4_write,1156.227
ext4_write,1074.858
ext4_write,1062.227
ext4_write,1112.133
ext4_write,1503.213
ext4_write,1051.903
ext4_write,1269.281
ext4_write,1061.839
ext4_write,1559.576
ext4_write,1066.439
ext4_write,1100.528
ext4_write,1177.204
ext4_write,1044.243
ext4_write,1207.463
ext4_write,1013.401
ext4_write,1092.750
ext4_write,1117.720
ext4_write,1047.311
ext4_write,1229.948
ext4_write,1041.928
ext4_write,1323.829
ext4_write,1086.059
ext4_write,1090.483
ext4_write,1102.244
ext4_write,1308.117
ext4_write,1007.604
ext4_write,1049.308
ext4_write,1130.390
ext4_write,1810.578
ext4_write,1010.760
ext4_write,1453.612
ext4_write,1067.371
ext4_write,945.797
ext4_write,1231.789
ext4_write,1139.687
ext4_write,1356.919
ext4_write,1111.952
ext4_write,1794.516
ext4_write,1081.942
ext4_write,1752.625
ext4_write,1007.888
ext4_write,1063.945
ext4_write,1098.368
ext4_write,987.226
ext4_write,1169.265
ext4_write,1163.340
ext4_write,1076.684
ext4_write,1065.036
ext4_write,1378.789
ext4_write,1025.485
ext4_write,1089.484
ext4_write,1135.331
ext4_write,1151.412
ext4_write,1033.368
ext4_write,1177.928
ext4_write,1050.602
ext4_write,1106.576
ext4_write,1093.013
ext4_write,1191.942
ext4_write,1959.593
ext4_write,1103.872
ext4_write,1193.602
ext4_write,1195.417
ext4_write,1117.067
ext4_write,1287.098
ext4_write,1329.324
ext4_write,1084.221
ext4_write,1164.581
ext4_write,1047.541
ext4_write,1038.094
ext4_write,1334.172
ext4_write,1078.356
ext4_write,1089.145
ext4_write,1046.710
ext4_write,1155.919
ext4_write,1351.942
ext4_write,1199.265
ext4_write,1159.958
ext4_write,1075.256
ext4_write,1011.988
ext4_write,1974.249
ext4_write,1205.869
ext4_write,1089.180
ext4_write,1042.866
ext4_write,1457.618
ext4_write,1060.711
ext4_write,1052.669
ext4_write,1213.686
ext4_write,1099.448
ext4_write,1062.782
ext4_write,1053.792
ext4_write,1058.251
ext4_write,1178.578
ext4_write,1014.333
ext4_write,1034.897
ext4_write,1212.926
ext4_write,1306.551
ext4_write,948.282
ext4_write,1039.979
ext4_write,982.308
ext4_write,925.005
ext4_write,1099.219
ext4_write,985.521
ext4_write,960.135
ext4_write,1144.246
ext4_write,1053.467
ext4_write,1088.821
ext4_write,1043.540
ext4_write,1202.221
ext4_write,1166.279
ext4_write,1049.721
ext4_write,1032.402
ext4_write,1414.308
ext4_write,1117.232
ext4_write,1086.297
ext4_write,1043.401
ext4_write,1097.729
ext4_write,1053.482
ext4_write,1209.283
ext4_write,1062.762
ext4_write,1159.219
ext4_write,1163.457
ext4_write,1112.147
ext4_write,1063.857
ext4_write,1171.047
ext4_write,1164.363
ext4_write,1099.183
ext4_write,1041.449
ext4_write,1181.870
ext4_write,1063.745
ext4_write,1296.751
ext4_write,1226.578
ext4_write,1259.224
ext4_write,1081.762
ext4_write,1222.351
ext4_write,1181.863
ext4_write,1040.030
ext4_write,1114.066
ext4_write,1210.213
ext4_write,1058.476
ext4_write,625.503
ext4_write,1062.389
ext4_write,1182.710
ext4_write,1064.375
ext4_write,1126.744
ext4_write,1012.875
ext4_write,1175.646
ext4_write,26428.38
ext4_write,685.010
ext4_write,1134.628
ext4_write,1122.011
ext4_write,1073.687
ext4_write,1208.121
ext4_write,1526.611
ext4_write,1091.212
ext4_write,1231.438
ext4_write,1166.565
ext4_write,1054.967
ext4_write,1127.971
ext4_write,989.789
ext4_write,1052.776
ext4_write,1100.318
ext4_write,991.223
ext4_write,1164.895
ext4_write,1007.626
ext4_write,1036.023
ext4_write,1058.214
ext4_write,1064.364
ext4_write,993.063
ext4_write,1324.462
ext4_write,994.249
ext4_write,1083.394
ext4_write,1037.153
ext4_write,972.976
ext4_write,1239.380
ext4_write,1029.635
ext4_write,1362.378
ext4_write,1058.353
ext4_write,994.984
ext4_write,1131.208
ext4_write,1019.250
ext4_write,1417.418
ext4_write,1168.114
ext4_write,1122.744
ext4_write,988.107
ext4_write,1045.564
ext4_write,26636.71
ext4_write,26509.52
ext4_write,1260.187
ext4_write,3183.622
ext4_write,1906.191
ext4_write,1291.679
ext4_write,1544.027
ext4_write,1299.057
ext4_write,1104.818
ext4_write,1081.141
ext4_write,1141.863
ext4_write,1157.051
ext4_write,1282.888
ext4_write,1134.569
ext4_write,1371.648
ext4_write,1062.566
ext4_write,1099.799
ext4_write,1135.715
ext4_write,1169.732
ext4_write,1186.075
ext4_write,1268.540
ext4_write,1145.277
ext4_write,1259.284
ext4_write,14727.76
ext4_write,1128.855
ext4_write,1172.714
ext4_write,1157.207
ext4_write,1169.934
ext4_write,1197.114
ext4_write,1276.894
ext4_write,1193.327
ext4_write,1054.759
ext4_write,1109.222
ext4_write,1128.385
ext4_write,1088.710
ext4_write,1221.210
ext4_write,1092.196
ext4_write,1695.819
